"Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag","influenza_season"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","36.2941","11.4631","110","2872709","2024-2025, New York-Rest of State. Overall (6 months-17 years)","4","1","69","4","2","2690101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 4","2025 May 24 12:00:00 AM","2026-05-23","53.981","18.3708","80","404520","2024-2025, Idaho. Overall (6 months-17 years)","4","1","25","3","2","2250101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","5.4896","7.5625","85","3112540","2024-2025, New York-Rest of State. Overall (6 months-17 years)","2","1","69","4","2","2690101","0","2024-2025"
"State","Illinois","Overall","Overall","Up-to-date","Yes","May Week 3","2025 May 17 12:00:00 AM","2026-05-16","51.3035","3.0391","4195","2778856","2024-2025, Illinois. Overall (6 months-17 years)",,"1","26","3","2","2260101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","8.6798","8.7962","110","2872709","2024-2025, New York-Rest of State. Overall (6 months-17 years)","3","1","69","4","2","2690101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 5","2025 May 31 12:00:00 AM","2026-05-30","55.7278","16.2784","65","429046","2024-2025, Idaho. Overall (6 months-17 years)","4","1","25","3","2","2250101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","0","0","59","2512003","2024-2025, New York-Rest of State. Overall (6 months-17 years)","3","1","69","4","2","2690101","0","2024-2025"
"State","Illinois","Overall","Overall","Up-to-date","Yes","May Week 4","2025 May 24 12:00:00 AM","2026-05-23","51.3035","3.0391","4195","2579466","2024-2025, Illinois. Overall (6 months-17 years)",,"1","26","3","2","2260101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","June Week 2","2025 Jun 14 12:00:00 AM","2026-06-13","9.1432","9.9691","67","2476534","2024-2025, New York-Rest of State. Overall (6 months-17 years)","3","1","69","4","2","2690101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27","0","0","57","1014168","2024-2025, Idaho. Overall (6 months-17 years)","2","1","25","3","2","2250101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27","52.3447","3.9792","2208","2406682","2024-2025, New York-Rest of State. Overall (6 months-17 years)","1","1","69","4","2","2690101","0","2024-2025"
"State","Illinois","Overall","Overall","Up-to-date","Yes","May Week 5","2025 May 31 12:00:00 AM","2026-05-30","51.3654","3.0391","4195","3003355","2024-2025, Illinois. Overall (6 months-17 years)",,"1","26","3","2","2260101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","May Week 4","2025 May 24 12:00:00 AM","2026-05-23","52.0329","3.9321","2208","2350602","2024-2025, New York-Rest of State. Overall (6 months-17 years)","1","1","69","4","2","2690101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","0","0","64","255517","2024-2025, Idaho. Overall (6 months-17 years)","2","1","25","3","2","2250101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","May Week 5","2025 May 31 12:00:00 AM","2026-05-30","52.1888","3.9321","2208","2431302","2024-2025, New York-Rest of State. Overall (6 months-17 years)","1","1","69","4","2","2690101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","June Week 2","2025 Jun 14 12:00:00 AM","2026-06-13","50.4576","19.269","36","1202926","2024-2025, Indiana. Overall (6 months-17 years)","4","1","27","3","2","2270101","0","2024-2025"
"Substate","New York-Rest of State","Overall","Overall","Up-to-date","Yes","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27","52.3447","3.9792","2208","2406682","2024-2025, New York-Rest of State. Overall (6 months-17 years)",,"1","69","4","2","2690101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","0","0","39","302833","2024-2025, Idaho. Overall (6 months-17 years)","2","1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","18.7427","14.0613","48","264488","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","4","1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","41.7825","16.8474","69","1947886","2024-2025, Indiana. Overall (6 months-17 years)","4","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","28.9068","15.8747","71","347326","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","4","1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","4.0597","8.1301","39","302833","2024-2025, Idaho. Overall (6 months-17 years)","3","1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","0","0","63","578751","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","2","1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 4","2025 May 24 12:00:00 AM","2026-05-23","52.8569","23.7495","60","1524487","2024-2025, Indiana. Overall (6 months-17 years)","4","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 2","2025 Jun 14 12:00:00 AM","2026-06-13","0","0","49","244512","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","2","1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Received a vaccination","June Week 3","2025 Jun 21 12:00:00 AM","2026-06-20","40.0665","4.213","1820","1173906","2024-2025, Idaho. Overall (6 months-17 years)","1","1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 3","2025 Jun 21 12:00:00 AM","2026-06-20","3.132","4.6008","58","682323","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","2","1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 5","2025 May 31 12:00:00 AM","2026-05-30",,,"29","1328887","2024-2025, Indiana. Overall (6 months-17 years)","4","1","27","3","2","2270101","1","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","3.9308","5.2195","63","578751","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","3","1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","4-level vaccination and intent","Received a vaccination","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","40.0665","4.213","1820","255517","2024-2025, Idaho. Overall (6 months-17 years)","1","1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27","3.8894","3.9463","54","638484","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","3","1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","May Week 3","2025 May 17 12:00:00 AM","2026-05-16","1.3026","2.0082","76","2178436","2024-2025, Indiana. Overall (6 months-17 years)","2","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","62.527","5.0184","2037","578751","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","Up-to-date","Yes","June Week 2","2025 Jun 14 12:00:00 AM","2026-06-13","40.0665","4.213","1820","853421","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","62.527","5.0184","2037","264488","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","13.5559","10.3541","69","1947886","2024-2025, Indiana. Overall (6 months-17 years)","3","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","62.527","5.0184","2037","347326","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","Up-to-date","Yes","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27","40.0665","4.213","1820","1014168","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","May Week 3","2025 May 17 12:00:00 AM","2026-05-16","62.527","5.0184","2037","422855","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4","2","2700101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","6.4871","5.2547","91","2017195","2024-2025, Indiana. Overall (6 months-17 years)","3","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Received a vaccination","June Week 2","2025 Jun 14 12:00:00 AM","2026-06-13","62.527","5.0184","2037","244512","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","1","1","70","4","2","2700101","0","2024-2025"
"State","Idaho","Overall","Overall","Up-to-date","Yes","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","40.0665","4.213","1820","255517","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","46.8117","18.3342","58","1976560","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","4","1","71","4","2","2710101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","May Week 3","2025 May 17 12:00:00 AM","2026-05-16","3.4666","4.1195","76","2178436","2024-2025, Indiana. Overall (6 months-17 years)","3","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","43.5263","10.2871","166","2482352","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","4","1","71","4","2","2710101","0","2024-2025"
"State","Idaho","Overall","Overall","Up-to-date","Yes","May Week 2","2025 May 10 12:00:00 AM","2026-05-09","40.0665","4.213","1820","302833","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","0","0","58","1976560","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","2","1","71","4","2","2710101","0","2024-2025"
"State","Indiana","Overall","Overall","4-level vaccination and intent","Received a vaccination","May Week 1","2025 May 03 12:00:00 AM","2026-05-02","44.6616","4.2383","1881","1947886","2024-2025, Indiana. Overall (6 months-17 years)","1","1","27","3","2","2270101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","June Week 4","2025 Jun 28 12:00:00 AM","2026-06-27",,,"26","659832","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","2","1","71","4","2","2710101","1","2024-2025"
"State","Idaho","Overall","Overall","Up-to-date","Yes","May Week 3","2025 May 17 12:00:00 AM","2026-05-16","40.0665","4.213","1820","367627","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3","2","2250101","0","2024-2025"
"Substate","Pennsylvania-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","June Week 1","2025 Jun 07 12:00:00 AM","2026-06-06","1.5783","3.1228","58","1976560","2024-2025, Pennsylvania-Rest of State. Overall (6 months-17 years)","3","1","71","4","2","2710101","0","2024-2025"
